Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-01 00:00:00;0.0;80.0;;81.2132522193198;;;;
2022-01-01 01:00:00;0.0;80.0;;122.6405249503745;;;;
2022-01-01 02:00:00;0.0;80.0;;125.7649195218179;;;;
2022-01-01 03:00:00;0.0;80.0;;133.2201115432492;;;;
2022-01-01 04:00:00;0.0;80.0;;144.6490695053533;;;;
2022-01-01 05:00:00;0.0;80.0;;159.3932440222421;;;;
2022-01-01 06:00:00;0.0;80.0;;176.571603324652;;;;
2022-01-01 07:00:00;0.0;80.0;;195.0959272360145;;;;
2022-01-01 08:00:00;0.0;80.0;;213.7803202470968;;;;
2022-01-01 09:00:00;0.0;80.0;;231.4154707826449;;;;
