Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-01 00:00:00;549.6743946602355;1000.0;;270.0;;;;
2022-01-01 01:00:00;541.9619081412662;1000.0;;270.0;;;;
2022-01-01 02:00:00;503.5168717008116;1000.0;;270.0;;;;
2022-01-01 03:00:00;527.3034555187114;1000.0;;270.0;;;;
2022-01-01 04:00:00;543.1701869588014;1000.0;;270.0;;;;
2022-01-01 05:00:00;508.5350026947027;1000.0;;270.0;;;;
2022-01-01 06:00:00;582.7259849389918;1000.0;;270.0;;;;
2022-01-01 07:00:00;572.9205068087372;1000.0;;270.0;;;;
2022-01-01 08:00:00;534.1400860328206;1000.0;;270.0;;;;
2022-01-01 09:00:00;641.925640747119;1000.0;;270.0;;;;
2022-01-01 10:00:00;580.1771728382927;1000.0;;270.0;;;;
2022-01-01 11:00:00;583.1982378203952;1000.0;;270.0;;;;
2022-01-01 12:00:00;586.9415622272701;1000.0;;270.0;;;;
2022-01-01 13:00:00;620.05584811574;1000.0;;270.0;;;;
2022-01-01 14:00:00;579.9283964990215;1000.0;;270.0;;;;
2022-01-01 15:00:00;582.578442288267;1000.0;;270.0;;;;
2022-01-01 16:00:00;553.8175609856984;1000.0;;270.0;;;;
2022-01-01 17:00:00;578.5084675630575;1000.0;;270.0;;;;
2022-01-01 18:00:00;648.4189719029818;1000.0;;270.0;;;;
2022-01-01 19:00:00;518.2607205835128;1000.0;;270.0;;;;
2022-01-01 20:00:00;552.1793818492938;1000.0;;270.0;;;;
2022-01-01 21:00:00;534.2850451262016;1000.0;;270.0;;;;
2022-01-01 22:00:00;438.2318814172877;1000.0;;270.0;;;;
2022-01-01 23:00:00;549.8768076722389;1000.0;;270.0;;;;
2022-01-02 00:00:00;496.6461931090459;1000.0;;270.0;;;;
2022-01-02 01:00:00;652.203979762339;1000.0;;270.0;;;;
2022-01-02 02:00:00;608.5748813097076;1000.0;;270.0;;;;
2022-01-02 03:00:00;579.6975600633776;1000.0;;270.0;;;;
2022-01-02 04:00:00;581.155418256572;1000.0;;270.0;;;;
2022-01-02 05:00:00;567.0894725642203;1000.0;;270.0;;;;
2022-01-02 06:00:00;647.9087076183187;1000.0;;270.0;;;;
2022-01-02 07:00:00;626.2626367303708;1000.0;;270.0;;;;
2022-01-02 08:00:00;633.2212391154951;1000.0;;270.0;;;;
2022-01-02 09:00:00;596.5162783704988;1000.0;;270.0;;;;
2022-01-02 10:00:00;637.2429542017068;1000.0;;270.0;;;;
2022-01-02 11:00:00;561.8774835477078;1000.0;;270.0;;;;
2022-01-02 12:00:00;553.6206635363138;1000.0;;270.0;;;;
2022-01-02 13:00:00;569.9796345144161;1000.0;;270.0;;;;
2022-01-02 14:00:00;560.7203509700338;1000.0;;270.0;;;;
2022-01-02 15:00:00;657.3537681152867;1000.0;;270.0;;;;
2022-01-02 16:00:00;584.6222141169823;1000.0;;270.0;;;;
2022-01-02 17:00:00;564.6012957365051;1000.0;;270.0;;;;
2022-01-02 18:00:00;535.9022926333123;1000.0;;270.0;;;;
2022-01-02 19:00:00;629.2770398811411;1000.0;;270.0;;;;
2022-01-02 20:00:00;658.8281022365192;1000.0;;270.0;;;;
2022-01-02 21:00:00;653.2515058349069;1000.0;;270.0;;;;
2022-01-02 22:00:00;591.3578874538694;1000.0;;270.0;;;;
2022-01-02 23:00:00;572.4808820364797;1000.0;;270.0;;;;
2022-01-03 00:00:00;564.7391758550087;1000.0;;270.0;;;;
2022-01-03 01:00:00;605.9223558747839;1000.0;;270.0;;;;
2022-01-03 02:00:00;514.6359102105894;1000.0;;270.0;;;;
2022-01-03 03:00:00;640.3978616017409;1000.0;;270.0;;;;
2022-01-03 04:00:00;541.9181342667896;1000.0;;270.0;;;;
2022-01-03 05:00:00;590.2218996406715;1000.0;;270.0;;;;
2022-01-03 06:00:00;615.0233758242758;1000.0;;270.0;;;;
2022-01-03 07:00:00;698.9687847600792;1000.0;;270.0;;;;
2022-01-03 08:00:00;561.6282769467238;1000.0;;270.0;;;;
2022-01-03 09:00:00;621.9192242498544;1000.0;;270.0;;;;
2022-01-03 10:00:00;561.5313942295589;1000.0;;270.0;;;;
2022-01-03 11:00:00;588.4995916445012;1000.0;;270.0;;;;
2022-01-03 12:00:00;489.8732100846063;1000.0;;270.0;;;;
2022-01-03 13:00:00;537.2189234778145;1000.0;;270.0;;;;
2022-01-03 14:00:00;637.301541070008;1000.0;;270.0;;;;
2022-01-03 15:00:00;570.0545017926089;1000.0;;270.0;;;;
2022-01-03 16:00:00;499.8957556871922;1000.0;;270.0;;;;
2022-01-03 17:00:00;499.1340236025972;1000.0;;270.0;;;;
2022-01-03 18:00:00;582.8496976151735;1000.0;;270.0;;;;
2022-01-03 19:00:00;539.420640580623;1000.0;;270.0;;;;
2022-01-03 20:00:00;566.9749261818118;1000.0;;270.0;;;;
2022-01-03 21:00:00;560.1679984993405;1000.0;;270.0;;;;
2022-01-03 22:00:00;614.200222123869;1000.0;;270.0;;;;
2022-01-03 23:00:00;574.2999788036683;1000.0;;270.0;;;;
2022-01-04 00:00:00;539.8721888844742;1000.0;;270.0;;;;
2022-01-04 01:00:00;614.325834984095;1000.0;;270.0;;;;
2022-01-04 02:00:00;512.894219484061;1000.0;;270.0;;;;
2022-01-04 03:00:00;534.0189990542672;1000.0;;270.0;;;;
2022-01-04 04:00:00;606.3607077108087;1000.0;;270.0;;;;
2022-01-04 05:00:00;605.6652330136673;1000.0;;270.0;;;;
2022-01-04 06:00:00;476.1821357447793;1000.0;;270.0;;;;
2022-01-04 07:00:00;647.2858774353813;1000.0;;270.0;;;;
2022-01-04 08:00:00;561.4543406306295;1000.0;;270.0;;;;
2022-01-04 09:00:00;589.7219069215926;1000.0;;270.0;;;;
2022-01-04 10:00:00;579.4300793023559;1000.0;;270.0;;;;
2022-01-04 11:00:00;570.7675043007803;1000.0;;270.0;;;;
2022-01-04 12:00:00;573.6468874011756;1000.0;;270.0;;;;
2022-01-04 13:00:00;577.6557055080303;1000.0;;270.0;;;;
2022-01-04 14:00:00;495.3176778297537;1000.0;;270.0;;;;
2022-01-04 15:00:00;690.8237218962513;1000.0;;270.0;;;;
2022-01-04 16:00:00;632.8036791865457;1000.0;;270.0;;;;
2022-01-04 17:00:00;554.5304213300645;1000.0;;270.0;;;;
2022-01-04 18:00:00;526.2882353091735;1000.0;;270.0;;;;
2022-01-04 19:00:00;617.611311477632;1000.0;;270.0;;;;
2022-01-04 20:00:00;618.7410601489039;1000.0;;270.0;;;;
2022-01-04 21:00:00;601.8294255224945;1000.0;;270.0;;;;
2022-01-04 22:00:00;522.0700875668504;1000.0;;270.0;;;;
2022-01-04 23:00:00;560.8229194780034;1000.0;;270.0;;;;
2022-01-05 00:00:00;578.3763302436078;1000.0;;270.0;;;;
2022-01-05 01:00:00;555.6639026109759;1000.0;;270.0;;;;
2022-01-05 02:00:00;632.6127743908842;1000.0;;270.0;;;;
2022-01-05 03:00:00;655.0176248157672;1000.0;;270.0;;;;
2022-01-05 04:00:00;584.8632840166354;1000.0;;270.0;;;;
2022-01-05 05:00:00;530.7729651424628;1000.0;;270.0;;;;
2022-01-05 06:00:00;528.8458910013738;1000.0;;270.0;;;;
2022-01-05 07:00:00;558.3338973492092;1000.0;;270.0;;;;
2022-01-05 08:00:00;421.2604853251761;1000.0;;270.0;;;;
2022-01-05 09:00:00;506.2343419148689;1000.0;;270.0;;;;
2022-01-05 10:00:00;460.8954707195653;1000.0;;270.0;;;;
2022-01-05 11:00:00;654.3875976515775;1000.0;;270.0;;;;
2022-01-05 12:00:00;573.3853145112788;1000.0;;270.0;;;;
2022-01-05 13:00:00;559.4888680669229;1000.0;;270.0;;;;
2022-01-05 14:00:00;612.775791876078;1000.0;;270.0;;;;
2022-01-05 15:00:00;522.4513373114354;1000.0;;270.0;;;;
2022-01-05 16:00:00;617.954858476963;1000.0;;270.0;;;;
2022-01-05 17:00:00;589.7071303082495;1000.0;;270.0;;;;
2022-01-05 18:00:00;570.3990258409573;1000.0;;270.0;;;;
2022-01-05 19:00:00;494.3811431122755;1000.0;;270.0;;;;
2022-01-05 20:00:00;700.9726737045295;1000.0;;270.0;;;;
2022-01-05 21:00:00;542.7898537494674;1000.0;;270.0;;;;
2022-01-05 22:00:00;569.8796248228928;1000.0;;270.0;;;;
