Unnamed: 0;Demand;Import limit;Export limit;Import price;Export price;Import emission factor;Export emission factor;Generic production
2022-01-01 00:00:00;0.0;50.0;;81.21520557752166;;;;
2022-01-01 01:00:00;0.0;50.0;;122.6480029711453;;;;
2022-01-01 02:00:00;0.0;50.0;;125.7719368410942;;;;
2022-01-01 03:00:00;0.0;50.0;;133.2227709624154;;;;
2022-01-01 04:00:00;0.0;50.0;;144.6415436214015;;;;
2022-01-01 05:00:00;0.0;50.0;;159.3870993066715;;;;
2022-01-01 06:00:00;0.0;50.0;;176.5625969527515;;;;
2022-01-01 07:00:00;0.0;50.0;;195.0866423358137;;;;
2022-01-01 08:00:00;0.0;50.0;;213.7631637654161;;;;
2022-01-01 09:00:00;0.0;50.0;;231.3824855678415;;;;
2022-01-01 10:00:00;0.0;50.0;;246.7759626186936;;;;
2022-01-01 11:00:00;0.0;50.0;;258.9191367126074;;;;
2022-01-01 12:00:00;0.0;50.0;;267.0155640062657;;;;
2022-01-01 13:00:00;0.0;50.0;;270.519419901038;;;;
2022-01-01 14:00:00;0.0;50.0;;269.2160087268579;;;;
2022-01-01 15:00:00;0.0;50.0;;263.182951004286;;;;
2022-01-01 16:00:00;0.0;50.0;;252.8644135872157;;;;
2022-01-01 17:00:00;0.0;50.0;;238.9879991733137;;;;
2022-01-01 18:00:00;0.0;50.0;;222.5415749493329;;;;
2022-01-01 19:00:00;0.0;50.0;;204.6946776261099;;;;
2022-01-01 20:00:00;0.0;50.0;;186.703404018558;;;;
2022-01-01 21:00:00;0.0;50.0;;169.8416286165383;;;;
2022-01-01 22:00:00;0.0;50.0;;155.2950526648571;;;;
2022-01-01 23:00:00;0.0;50.0;;143.2712142202782;;;;
2022-01-02 00:00:00;0.0;50.0;;135.3839252918275;;;;
2022-01-02 01:00:00;0.0;50.0;;132.0931192721501;;;;
2022-01-02 02:00:00;0.0;50.0;;134.3476994523018;;;;
2022-01-02 03:00:00;0.0;50.0;;141.121124062252;;;;
2022-01-02 04:00:00;0.0;50.0;;151.9166540510669;;;;
2022-01-02 05:00:00;0.0;50.0;;165.9654754568445;;;;
2022-01-02 06:00:00;0.0;50.0;;182.2662725198131;;;;
2022-01-02 07:00:00;0.0;50.0;;199.6506591568211;;;;
2022-01-02 08:00:00;0.0;50.0;;216.898056039964;;;;
2022-01-02 09:00:00;0.0;50.0;;232.7875654796465;;;;
2022-01-02 10:00:00;0.0;50.0;;246.2251831039351;;;;
2022-01-02 11:00:00;0.0;50.0;;256.2527352619975;;;;
2022-01-02 12:00:00;0.0;50.0;;262.1761300009841;;;;
2022-01-02 13:00:00;0.0;50.0;;263.5829281220912;;;;
2022-01-02 14:00:00;0.0;50.0;;260.3752903483477;;;;
2022-01-02 15:00:00;0.0;50.0;;252.7504475510343;;;;
2022-01-02 16:00:00;0.0;50.0;;241.2142088616347;;;;
2022-01-02 17:00:00;0.0;50.0;;226.5437459597793;;;;
2022-01-02 18:00:00;0.0;50.0;;209.72347908009;;;;
2022-01-02 19:00:00;0.0;50.0;;191.8627083528229;;;;
2022-01-02 20:00:00;0.0;50.0;;174.134229344467;;;;
2022-01-02 21:00:00;0.0;50.0;;157.696855037867;;;;
2022-01-02 22:00:00;0.0;50.0;;143.618522995269;;;;
