ghi;dni;dhi;temp_air;rh;ws10
0.0;0.0;0.0;3.47;94.13;4.0
0.0;0.0;0.0;2.87;95.26;3.59
0.0;0.0;0.0;2.28;96.39;3.17
0.0;0.0;0.0;1.68;97.52;2.75
0.0;0.0;0.0;1.08;98.65;2.34
0.0;0.0;0.0;0.48;99.78;1.92
0.0;0.0;0.0;-0.12;100.0;1.5
0.0;0.0;0.0;-0.71;100.0;1.09
0.0;0.0;0.0;-0.1;95.6;1.79
28.0;0.0;28.0;-0.01;99.4;1.93
55.0;12.2;53.0;0.2;92.0;1.86
66.0;10.54;64.0;0.53;92.0;1.72
52.0;0.0;52.0;0.89;88.55;1.66
23.0;0.0;23.0;1.01;88.55;1.79
4.0;0.0;4.0;1.05;88.55;1.79
0.0;0.0;0.0;0.88;88.55;1.72
0.0;0.0;0.0;0.79;92.05;1.72
0.0;0.0;0.0;0.7;92.05;1.45
0.0;0.0;0.0;0.71;92.05;1.45
0.0;0.0;0.0;0.92;95.65;1.79
0.0;0.0;0.0;0.7;95.65;1.79
0.0;0.0;0.0;0.8;95.65;1.86
0.0;0.0;0.0;0.77;95.65;1.86
0.0;0.0;0.0;0.69;95.65;1.79
0.0;0.0;0.0;0.83;95.65;1.72
0.0;0.0;0.0;0.62;99.4;1.72
0.0;0.0;0.0;0.6;99.4;1.66
0.0;0.0;0.0;0.55;95.65;1.66
0.0;0.0;0.0;0.25;95.65;1.72
0.0;0.0;0.0;0.18;95.65;1.79
0.0;0.0;0.0;0.13;95.65;1.86
0.0;0.0;0.0;0.27;95.65;2.0
0.0;0.0;0.0;0.23;95.65;2.0
45.0;56.72;39.0;0.26;95.65;1.93
54.0;6.06;53.0;1.23;92.05;2.0
49.0;0.0;49.0;1.86;92.1;2.41
56.0;5.49;55.0;2.05;92.1;2.83
24.0;0.0;24.0;2.02;92.1;2.48
10.0;0.0;10.0;1.78;92.1;2.28
0.0;0.0;0.0;1.08;95.65;2.21
0.0;0.0;0.0;0.79;95.65;2.0
0.0;0.0;0.0;0.51;95.65;1.79
0.0;0.0;0.0;0.21;95.65;1.79
0.0;0.0;0.0;-0.55;95.6;2.0
0.0;0.0;0.0;-0.56;95.6;2.07
0.0;0.0;0.0;-0.57;95.6;2.07
0.0;0.0;0.0;-0.41;95.6;2.0
0.0;0.0;0.0;-0.34;92.0;2.0
0.0;0.0;0.0;-0.36;92.0;2.0
0.0;0.0;0.0;-0.34;92.0;2.07
0.0;0.0;0.0;-0.44;91.95;2.41
0.0;0.0;0.0;-0.19;92.0;2.62
0.0;0.0;0.0;0.22;88.5;2.9
0.0;0.0;0.0;0.5;88.5;3.31
0.0;0.0;0.0;0.48;92.0;3.72
0.0;0.0;0.0;0.62;92.0;3.86
0.0;0.0;0.0;0.74;88.55;4.21
43.0;37.46;39.0;1.05;88.55;4.48
52.0;6.01;51.0;1.53;85.25;4.62
49.0;0.0;49.0;1.98;85.3;4.69
27.0;0.0;27.0;2.27;82.15;5.17
31.0;0.0;31.0;2.3;85.35;5.17
5.0;0.0;5.0;2.08;85.3;5.31
0.0;0.0;0.0;1.96;85.3;5.52
0.0;0.0;0.0;1.8;82.05;5.79
0.0;0.0;0.0;1.62;85.25;6.0
0.0;0.0;0.0;1.62;85.25;6.0
0.0;0.0;0.0;1.54;85.25;5.72
0.0;0.0;0.0;1.2;85.25;5.45
0.0;0.0;0.0;0.92;85.2;5.17
0.0;0.0;0.0;0.71;85.2;5.1
0.0;0.0;0.0;0.7;85.2;5.1
0.0;0.0;0.0;0.67;81.95;5.03
0.0;0.0;0.0;0.66;81.95;4.9
0.0;0.0;0.0;0.58;81.9;4.62
0.0;0.0;0.0;0.45;78.75;4.41
0.0;0.0;0.0;0.53;78.75;4.41
0.0;0.0;0.0;0.53;75.7;4.41
0.0;0.0;0.0;0.54;75.7;4.55
0.0;0.0;0.0;0.23;75.7;4.62
0.0;0.0;0.0;0.04;78.65;4.62
26.0;0.0;26.0;0.09;75.6;4.62
40.0;0.0;40.0;0.3;72.75;4.14
40.0;0.0;40.0;0.63;72.75;4.55
34.0;0.0;34.0;0.71;72.85;4.55
39.0;0.0;39.0;0.83;75.75;4.41
8.0;0.0;8.0;0.94;75.75;4.97
0.0;0.0;0.0;0.84;78.8;4.83
0.0;0.0;0.0;0.82;81.95;4.83
0.0;0.0;0.0;0.94;81.95;4.97
0.0;0.0;0.0;0.87;85.2;4.97
0.0;0.0;0.0;1.07;81.95;4.83
0.0;0.0;0.0;0.85;81.95;4.76
0.0;0.0;0.0;0.98;81.95;4.83
0.0;0.0;0.0;0.95;85.2;4.83
0.0;0.0;0.0;0.88;85.2;4.76
0.0;0.0;0.0;0.76;85.2;4.62
0.0;0.0;0.0;0.87;85.2;4.83
0.0;0.0;0.0;0.86;85.2;4.9
0.0;0.0;0.0;0.7;85.2;4.9
0.0;0.0;0.0;0.68;81.95;4.76
0.0;0.0;0.0;0.57;85.15;4.62
0.0;0.0;0.0;0.61;85.15;4.55
0.0;0.0;0.0;0.52;85.15;4.41
0.0;0.0;0.0;0.54;85.15;4.41
30.0;0.0;30.0;0.72;81.95;4.41
30.0;0.0;30.0;1.2;78.9;4.48
33.0;0.0;33.0;1.3;82.0;4.55
76.0;26.62;71.0;1.41;82.0;4.97
61.0;41.37;55.0;1.48;82.0;4.41
8.0;0.0;8.0;1.32;78.9;4.48
0.0;0.0;0.0;1.06;81.95;4.48
0.0;0.0;0.0;0.92;78.8;4.55
0.0;0.0;0.0;1.0;78.8;4.76
0.0;0.0;0.0;0.86;78.8;4.69
0.0;0.0;0.0;0.74;78.8;4.69
0.0;0.0;0.0;0.59;81.9;4.41
0.0;0.0;0.0;0.51;81.9;4.28
0.0;0.0;0.0;0.51;81.9;4.28
0.0;0.0;0.0;0.38;81.9;4.34
0.0;0.0;0.0;0.23;85.15;4.41
0.0;0.0;0.0;0.39;85.15;4.55
0.0;0.0;0.0;0.47;85.15;4.76
0.0;0.0;0.0;0.53;85.15;4.83
0.0;0.0;0.0;0.6;85.15;4.9
0.0;0.0;0.0;0.65;81.95;5.03
0.0;0.0;0.0;0.65;81.95;5.31
0.0;0.0;0.0;0.44;81.9;5.24
0.0;0.0;0.0;0.37;81.9;5.45
45.0;45.25;40.0;0.32;85.15;5.52
44.0;0.0;44.0;0.34;85.15;5.1
65.0;5.05;64.0;0.37;85.15;6.14
41.0;0.0;41.0;0.52;85.15;6.41
39.0;0.0;39.0;0.56;85.15;6.28
22.0;13.67;21.0;0.47;85.15;6.0
0.0;0.0;0.0;0.37;85.15;5.45
0.0;0.0;0.0;0.39;88.5;5.17
0.0;0.0;0.0;0.47;88.5;5.1
0.0;0.0;0.0;0.53;92.0;5.03
0.0;0.0;0.0;0.37;88.5;4.97
0.0;0.0;0.0;0.37;92.0;4.9
0.0;0.0;0.0;0.45;92.0;4.69
0.0;0.0;0.0;0.51;92.0;4.48
0.0;0.0;0.0;0.52;95.65;4.34
0.0;0.0;0.0;0.53;95.65;4.34
0.0;0.0;0.0;0.58;95.65;4.28
0.0;0.0;0.0;0.64;92.05;4.14
0.0;0.0;0.0;0.67;92.05;4.14
0.0;0.0;0.0;0.68;92.05;4.07
0.0;0.0;0.0;0.66;92.05;3.93
0.0;0.0;0.0;0.64;92.05;3.79
0.0;0.0;0.0;0.74;92.05;3.72
0.0;0.0;0.0;0.78;95.65;3.66
16.0;0.0;16.0;0.84;95.65;3.66
75.0;40.54;68.0;0.97;95.65;3.93
62.0;5.0;61.0;1.13;95.65;3.79
84.0;36.41;77.0;1.26;92.05;3.86
62.0;40.04;56.0;1.17;92.05;3.59
11.0;0.0;11.0;1.1;95.65;3.1
0.0;0.0;0.0;0.74;95.65;3.03
0.0;0.0;0.0;0.59;95.65;2.97
0.0;0.0;0.0;0.49;95.65;2.97
0.0;0.0;0.0;0.44;95.65;2.9
0.0;0.0;0.0;0.28;95.65;2.69
0.0;0.0;0.0;0.22;92.0;2.69
0.0;0.0;0.0;0.03;95.6;2.76
0.0;0.0;0.0;0.03;95.6;2.83
0.0;0.0;0.0;-0.21;92.0;2.9
0.0;0.0;0.0;-0.4;95.6;2.97
0.0;0.0;0.0;-0.76;91.95;3.1
0.0;0.0;0.0;-0.83;91.95;3.24
0.0;0.0;0.0;-1.1;95.6;3.31
0.0;0.0;0.0;-1.13;91.95;3.38
0.0;0.0;0.0;-1.08;91.95;3.52
0.0;0.0;0.0;-1.05;91.95;3.59
0.0;0.0;0.0;-0.79;91.95;3.66
0.0;0.0;0.0;-0.7;91.95;3.79
44.0;35.2;40.0;-0.4;95.6;3.86
91.0;91.66;75.0;0.19;92.0;3.45
45.0;0.0;45.0;0.76;88.55;4.83
29.0;0.0;29.0;1.19;85.25;4.55
32.0;0.0;32.0;1.34;85.25;4.14
5.0;0.0;5.0;1.19;88.6;3.59
0.0;0.0;0.0;0.96;92.05;3.45
0.0;0.0;0.0;0.66;88.55;3.45
0.0;0.0;0.0;0.49;92.0;3.45
0.0;0.0;0.0;0.34;92.0;3.38
0.0;0.0;0.0;0.09;95.6;3.45
0.0;0.0;0.0;0.1;95.6;3.45
0.0;0.0;0.0;0.11;95.6;3.31
0.0;0.0;0.0;0.24;92.0;3.24
0.0;0.0;0.0;0.06;95.6;3.1
0.0;0.0;0.0;-0.21;92.0;3.17
0.0;0.0;0.0;-0.04;92.0;3.1
0.0;0.0;0.0;-0.01;92.0;2.97
0.0;0.0;0.0;0.0;92.0;2.9
0.0;0.0;0.0;-0.25;92.0;2.76
0.0;0.0;0.0;-0.51;95.6;2.62
0.0;0.0;0.0;-0.65;91.95;2.48
0.0;0.0;0.0;-0.55;95.6;2.14
0.0;0.0;0.0;-0.95;95.6;2.07
30.0;0.0;30.0;-0.9;95.6;1.72
36.0;0.0;36.0;0.29;92.0;1.93
42.0;0.0;42.0;0.97;92.05;2.21
36.0;0.0;36.0;1.19;88.6;1.86
42.0;0.0;42.0;1.08;88.55;1.59
10.0;0.0;10.0;0.63;92.05;0.97
0.0;0.0;0.0;0.47;92.0;0.69
0.0;0.0;0.0;0.48;92.0;0.76
0.0;0.0;0.0;-2.35;95.55;1.52
